loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,dtir1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,366500,5.625,1.4967,9581.8,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,5580.0,CRIF,553,CIB,65-74,to_inst,80.02183406,north,direct,45.0
cf,,nopre,type1,p1,l1,nopc,nob/c,666500,3.75,0.233,1340.0,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,9000.0,CRIF,838,EXP,25-34,not_inst,90.31165312,south,direct,41.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,116500,3.99,0.6002,1846.25,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,1800.0,CRIF,872,CIB,>74,to_inst,84.42028986,north,direct,41.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,186500,,,,360.0,neg_amm,not_int,not_lpsm,268000.0,sb,ir,home,1U,3840.0,EXP,673,CIB,55-64,to_inst,69.58955224,north-east,direct,58.0
cf,Male,nopre,type1,p4,l2,nopc,nob/c,216500,3.99,0.3375,0.0,180.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,11040.0,CIB,764,CIB,45-54,to_inst,80.78358209,north,direct,12.0
cf,,nopre,type1,p3,l1,nopc,nob/c,216500,4.99,1.4927,4695.0,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,5580.0,CIB,798,EXP,35-44,to_inst,80.78358209,south,direct,41.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,146500,,,,360.0,not_neg,not_int,lpsm,,sb,pr,home,1U,1620.0,EQUI,683,EXP,65-74,to_inst,,south,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,536500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,7200.0,EQUI,618,EXP,25-34,not_inst,,north,direct,
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8460.0,EQUI,711,EXP,35-44,not_inst,,north,direct,
cf,,pre,type1,p4,l1,nopc,nob/c,366500,,,,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,5040.0,CIB,537,EXP,25-34,to_inst,92.08542714,south,direct,48.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,606500,4.875,0.5855,2667.5,360.0,not_neg,not_int,not_lpsm,1438000.0,sb,pr,home,1U,11640.0,EXP,594,EXP,55-64,to_inst,42.17663421,north,direct,48.0
cf,Male,nopre,type2,p3,l1,nopc,b/c,256500,2.875,-0.063,1600.96,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,2940.0,EXP,766,CIB,25-34,not_inst,83.27922078,south,direct,61.0
cf,,nopre,type1,p1,l1,nopc,nob/c,166500,4.375,1.0223,5615.9,360.0,not_neg,not_int,lpsm,208000.0,sb,pr,home,1U,4020.0,CIB,778,EXP,35-44,to_inst,80.04807692,south,direct,44.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,326500,3.875,0.1366,2236.8,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,4680.0,CRIF,772,CIB,25-34,not_inst,84.14948454,north,direct,42.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,406500,3.75,-0.0914,0.0,360.0,not_neg,int_only,not_lpsm,728000.0,sb,pr,home,1U,5760.0,CIB,578,CIB,35-44,not_inst,55.83791209,north,direct,44.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,3.625,-0.1806,0.0,360.0,not_neg,not_int,not_lpsm,1298000.0,sb,pr,home,1U,7680.0,EXP,711,EXP,45-54,not_inst,35.16949153,south,direct,35.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,306500,4.5,0.3709,5381.25,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,7560.0,CIB,528,EXP,65-74,to_inst,73.32535885,south,direct,36.0
cf,,nopre,type1,p3,l2,nopc,nob/c,366500,4.25,0.005,5222.5,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,5340.0,EXP,702,CIB,35-44,to_inst,69.41287879,south,direct,41.0
cf,Female,pre,type1,p1,l1,nopc,nob/c,556500,4.0,0.554,9577.2,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,21660.0,CIB,729,EXP,45-54,not_inst,93.06020067,central,direct,37.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,456500,3.99,0.5665,10336.28,324.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,11700.0,CIB,703,EXP,35-44,to_inst,86.45833333,north,direct,35.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,566500,4.375,0.237,0.0,360.0,neg_amm,not_int,not_lpsm,678000.0,sb,pr,home,1U,10080.0,EXP,712,EXP,35-44,not_inst,83.55457227,north,direct,41.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,346500,4.875,0.4903,795.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,6600.0,CIB,663,CIB,45-54,to_inst,79.10958904,south,direct,44.0
cf,Female,pre,type1,p3,l1,nopc,nob/c,216500,4.625,0.9287,3384.09,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,2940.0,EXP,702,CIB,65-74,to_inst,68.08176101,central,direct,43.0
cf,Male,nopre,type1,p3,l2,opc,nob/c,106500,6.24,1.192,,360.0,not_neg,int_only,not_lpsm,1068000.0,sb,pr,home,1U,7740.0,CIB,736,CIB,65-74,to_inst,9.971910112,north,direct,49.0
cf,,pre,type1,p3,l1,nopc,nob/c,396500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4020.0,EQUI,773,EXP,45-54,to_inst,,south,direct,
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,326500,,,,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,10860.0,CRIF,793,EXP,55-64,to_inst,74.543379,south,direct,31.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,706500,3.875,0.0833,301.4,360.0,not_neg,int_only,not_lpsm,1988000.0,sb,pr,home,1U,21960.0,CIB,637,EXP,45-54,not_inst,35.53822938,south,direct,10.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,616500,4.625,0.2349,699.99,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,8460.0,CIB,791,EXP,35-44,not_inst,93.69300912,north,direct,44.0
ncf,Male,pre,type1,p3,l1,nopc,nob/c,286500,,,,360.0,not_neg,not_int,not_lpsm,378000.0,sb,ir,home,1U,4860.0,CRIF,831,EXP,65-74,to_inst,75.79365079,north,direct,54.0
cf,Male,pre,type2,p3,l1,nopc,b/c,236500,4.5,1.0092,4072.82,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4500.0,CRIF,559,EXP,35-44,to_inst,82.11805556,north,direct,33.0
,Male,nopre,type1,p4,l1,nopc,nob/c,396500,4.375,0.2691,0.0,360.0,not_neg,not_int,not_lpsm,1228000.0,sb,pr,home,1U,6480.0,CIB,565,CIB,45-54,not_inst,32.28827362,north,direct,47.0
cf,,nopre,type1,p1,l1,nopc,nob/c,316500,3.625,0.0323,1375.3,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,4020.0,CIB,601,CIB,35-44,not_inst,93.63905325,south,direct,44.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,3.375,-0.3092,3871.73,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,15300.0,CRIF,783,CIB,65-74,not_inst,39.26211454,north,direct,23.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,286500,3.875,0.5657,5672.4,180.0,not_neg,int_only,not_lpsm,368000.0,sb,pr,home,1U,5940.0,CRIF,620,EXP,55-64,to_inst,77.85326087,north,direct,61.0
cf,Female,nopre,type2,p1,l1,nopc,b/c,246500,4.5,1.1175,412.5,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,5280.0,CIB,815,CIB,45-54,to_inst,95.54263566,north,direct,47.0
cf,,pre,type2,p3,l1,nopc,b/c,216500,,,,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,2580.0,CRIF,534,CIB,>74,to_inst,87.2983871,south,direct,54.0
cf,Joint,pre,type1,p1,l1,nopc,nob/c,86500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2700.0,EQUI,743,EXP,65-74,to_inst,,north,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,216500,3.875,0.3045,3189.0,300.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,5580.0,CIB,561,EXP,35-44,to_inst,80.78358209,north,direct,41.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,416500,3.75,0.0954,6240.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,5280.0,EXP,601,CIB,35-44,not_inst,78.88257576,north,direct,48.0
cf,,pre,type1,p3,l1,nopc,nob/c,136500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1620.0,EQUI,719,EXP,35-44,to_inst,,south,direct,
cf,Male,nopre,type2,p3,l2,nopc,b/c,86500,3.375,0.2938,2600.98,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,960.0,CRIF,506,CIB,55-64,to_inst,67.578125,north,direct,48.0
cf,Female,pre,type2,p1,l1,nopc,b/c,566500,3.99,1.1253,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,6780.0,CIB,825,CIB,45-54,not_inst,96.34353741,north,direct,61.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,226500,,,,360.0,not_neg,not_int,lpsm,,sb,pr,home,1U,3000.0,EQUI,864,EXP,35-44,to_inst,,south,direct,
cf,Female,nopre,type1,p4,l1,nopc,nob/c,346500,4.56,0.6271,0.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,4080.0,EXP,780,CIB,55-64,not_inst,94.1576087,central,direct,41.0
cf,Male,pre,type1,p3,l1,nopc,nob/c,316500,4.125,1.2538,9233.67,240.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,10080.0,EXP,746,EXP,35-44,to_inst,75.71770335,north,direct,38.0
cf,,nopre,type3,p4,l1,nopc,nob/c,626500,2.99,-0.6885,5843.22,360.0,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,,EXP,667,EXP,>74,to_inst,71.35535308,south,direct,
cf,Female,nopre,type1,p1,l1,nopc,nob/c,416500,4.125,0.5173,0.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,7620.0,CRIF,636,CIB,45-54,not_inst,88.9957265,north,direct,38.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,476500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8640.0,EQUI,500,EXP,55-64,not_inst,,north-east,direct,
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,586500,3.625,0.0893,1604.55,360.0,neg_amm,int_only,not_lpsm,658000.0,sb,pr,home,1U,10320.0,CRIF,653,EXP,35-44,not_inst,89.1337386,south,direct,48.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,316500,,,,360.0,neg_amm,not_int,not_lpsm,368000.0,sb,pr,home,1U,3060.0,CRIF,706,CIB,35-44,not_inst,86.00543478,south,direct,43.0
cf,Male,,type1,p3,l1,nopc,nob/c,106500,3.75,1.1454,3331.0,180.0,not_neg,int_only,not_lpsm,128000.0,sb,pr,home,1U,3120.0,CRIF,883,CIB,45-54,to_inst,83.203125,central,direct,42.0
ncf,Joint,pre,type1,p3,l1,nopc,nob/c,306500,3.75,0.582,1150.0,180.0,not_neg,not_int,not_lpsm,408000.0,sb,sr,home,1U,18840.0,CIB,665,EXP,45-54,not_inst,75.12254902,north,direct,40.0
cf,Joint,nopre,type2,p1,l1,nopc,b/c,276500,4.375,1.0051,3037.71,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,4680.0,CRIF,717,CIB,25-34,to_inst,99.46043165,south,direct,51.0
cf,,nopre,type1,p1,l1,nopc,nob/c,416500,2.85,-0.3366,587.25,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,28440.0,CRIF,838,EXP,45-54,to_inst,74.64157706,south,direct,13.0
cf,,pre,type1,p4,l1,nopc,nob/c,356500,,,,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,7200.0,CIB,799,CIB,25-34,to_inst,83.29439252,south,direct,33.0
cf,,nopre,type1,p3,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,,sb,ir,home,1U,7020.0,EQUI,651,EXP,35-44,not_inst,,south,direct,
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,676500,4.25,-0.2256,0.0,360.0,not_neg,not_int,not_lpsm,1088000.0,sb,pr,home,1U,16860.0,EXP,726,EXP,45-54,not_inst,62.17830882,south,direct,30.0
cf,,nopre,type1,p1,l1,nopc,nob/c,176500,3.75,0.0587,4945.0,360.0,not_neg,not_int,not_lpsm,218000.0,sb,sr,home,1U,8100.0,CIB,648,CIB,55-64,to_inst,80.96330275,south,direct,25.0
cf,Male,nopre,type2,p1,l1,nopc,b/c,166500,3.49,0.681,3470.75,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,3060.0,EXP,670,CIB,25-34,to_inst,99.10714286,north,direct,52.0
ncf,Male,nopre,type1,p3,l1,nopc,nob/c,436500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8760.0,EQUI,753,EXP,>74,to_inst,,north,direct,
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,246500,3.625,0.1841,5592.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,4440.0,EXP,680,EXP,35-44,not_inst,52.67094017,north,direct,36.0
cf,,,type3,p3,l1,nopc,nob/c,486500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8160.0,EQUI,847,EXP,45-54,to_inst,,south,direct,
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,216500,3.875,0.495,3605.0,360.0,not_neg,not_int,not_lpsm,248000.0,sb,sr,home,1U,5220.0,CIB,597,EXP,45-54,not_inst,87.2983871,north,direct,45.0
ncf,Joint,pre,type1,p4,l1,nopc,nob/c,546500,4.0,-0.062,950.0,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,7560.0,EXP,568,EXP,35-44,not_inst,72.09762533,central,direct,44.0
ncf,Male,nopre,type1,p1,l1,nopc,nob/c,766500,3.69,0.0128,1335.78,360.0,not_neg,not_int,not_lpsm,1128000.0,sb,pr,home,1U,7440.0,CIB,508,CIB,25-34,not_inst,67.95212766,south,direct,43.0
cf,Male,nopre,type3,p4,l1,nopc,nob/c,306500,3.375,-0.3929,0.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,,CIB,736,CIB,25-34,not_inst,85.61452514,north,direct,
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,276500,3.75,-0.0513,0.0,180.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,5040.0,CIB,591,EXP,65-74,not_inst,48.67957746,south,direct,47.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,276500,3.625,0.4648,1250.0,180.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,6600.0,CRIF,887,EXP,45-54,to_inst,71.2628866,north,direct,32.0
cf,Female,pre,type1,p1,l1,nopc,nob/c,86500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2100.0,EQUI,808,EXP,55-64,to_inst,,north,direct,
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,296500,3.5,-0.2599,0.0,360.0,not_neg,not_int,not_lpsm,1378000.0,sb,pr,home,1U,3300.0,CIB,533,EXP,55-64,not_inst,21.51669086,north,direct,46.0
cf,Male,pre,type1,p1,l1,nopc,nob/c,446500,3.875,0.4293,1795.96,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,5100.0,CRIF,666,CIB,35-44,not_inst,97.48908297,north,direct,47.0
cf,Male,nopre,type3,p3,l1,nopc,nob/c,96500,,,,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,2460.0,EXP,900,EXP,65-74,to_inst,81.77966102,central,direct,37.0
cf,,nopre,type1,p4,l1,nopc,nob/c,206500,4.125,0.3648,1510.24,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4740.0,CIB,703,CIB,35-44,to_inst,71.70138889,south,direct,38.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,396500,4.25,0.5988,0.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,4500.0,EXP,827,CIB,35-44,not_inst,88.50446429,south,direct,45.0
cf,,nopre,type1,p3,l1,nopc,nob/c,266500,4.625,0.2504,2460.0,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,3660.0,CRIF,537,CIB,65-74,to_inst,76.58045977,south,direct,42.0
cf,,nopre,type3,p3,l1,nopc,nob/c,226500,3.75,0.9124,5343.75,240.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,3180.0,CRIF,560,CIB,35-44,to_inst,81.47482014,south,direct,39.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,296500,3.99,0.6156,290.72,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,5220.0,EXP,774,CIB,55-64,not_inst,85.20114943,central,direct,34.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,656500,3.625,0.1309,5013.86,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,7920.0,EXP,753,CIB,35-44,not_inst,95.42151163,north,direct,43.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,3.875,0.4569,6964.9,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,2520.0,CRIF,750,CIB,65-74,to_inst,47.38493724,north-east,direct,44.0
cf,Female,pre,type1,p3,l1,nopc,nob/c,276500,3.75,0.2265,8192.25,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,5400.0,CIB,631,CIB,55-64,to_inst,49.55197133,north,direct,22.0
cf,Male,nopre,type2,p3,l1,nopc,b/c,176500,4.25,0.9165,2878.43,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3240.0,CRIF,592,CIB,55-64,to_inst,84.85576923,north,direct,56.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,466500,3.5,-0.1783,0.0,360.0,not_neg,not_int,not_lpsm,788000.0,sb,pr,home,1U,18180.0,CRIF,827,EXP,25-34,not_inst,59.20050761,north,direct,23.0
ncf,,nopre,type1,p4,l1,nopc,nob/c,386500,,,,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,5760.0,EXP,608,CIB,45-54,to_inst,58.73860182,south,direct,44.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,186500,3.875,0.1729,671.8,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,2700.0,CIB,678,CIB,25-34,not_inst,69.58955224,south,direct,36.0
cf,,nopre,type1,p3,l1,nopc,nob/c,366500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,8160.0,EQUI,664,EXP,65-74,to_inst,,south,direct,
cf,,pre,type1,p4,l1,nopc,nob/c,176500,3.625,0.0103,3853.66,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,3600.0,CRIF,803,CIB,35-44,to_inst,24.92937853,south,direct,48.0
cf,,nopre,type1,p4,l1,nopc,nob/c,256500,,,,360.0,neg_amm,not_int,not_lpsm,258000.0,sb,pr,home,1U,5400.0,EXP,580,CIB,45-54,to_inst,99.41860465,south,direct,34.0
ncf,,nopre,type2,,l1,nopc,b/c,176500,4.125,,1814.2,324.0,neg_amm,not_int,not_lpsm,188000.0,sb,pr,home,1U,,EQUI,895,EXP,,,93.88297872,south,direct,
cf,Female,nopre,type1,p4,l1,nopc,nob/c,306500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3840.0,EQUI,817,EXP,65-74,not_inst,,south,direct,
cf,Male,nopre,type1,p1,l1,nopc,nob/c,586500,4.0,0.1265,0.0,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,43020.0,CIB,821,CIB,45-54,not_inst,89.1337386,north,direct,15.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,296500,3.625,-0.0589,90.03,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,8400.0,CIB,797,CIB,35-44,not_inst,48.76644737,south,direct,7.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360.0,neg_amm,not_int,not_lpsm,608000.0,sb,pr,home,1U,12180.0,CRIF,558,EXP,55-64,to_inst,80.01644737,north,direct,39.0
cf,Joint,nopre,type1,p3,l2,opc,nob/c,256500,5.75,0.822,,360.0,not_neg,int_only,not_lpsm,1258000.0,sb,pr,home,1U,10200.0,CRIF,569,EXP,35-44,to_inst,20.38950715,south,direct,42.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,486500,4.125,0.9824,3478.62,360.0,not_neg,int_only,not_lpsm,548000.0,sb,pr,home,1U,11160.0,EXP,839,EXP,45-54,not_inst,88.77737226,south,direct,44.0
cf,,pre,type1,p3,l1,nopc,nob/c,156500,3.99,1.0738,3675.0,240.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,7860.0,CIB,847,CIB,45-54,to_inst,68.64035088,south,direct,37.0
ncf,Joint,nopre,type2,p1,l1,nopc,b/c,176500,,,,324.0,neg_amm,not_int,not_lpsm,178000.0,sb,pr,home,1U,4020.0,EXP,819,EXP,>74,to_inst,99.15730337,north,direct,49.0
cf,Female,nopre,type2,p1,l1,nopc,b/c,116500,4.99,1.5688,758.0,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,4560.0,EXP,509,CIB,45-54,to_inst,91.015625,north,direct,49.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,13440.0,EQUI,712,EXP,25-34,not_inst,,south,direct,
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,3.875,0.257,0.0,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,12600.0,CRIF,698,EXP,45-54,not_inst,56.36227545,north,direct,20.0
cf,,pre,type1,p1,l1,nopc,nob/c,156500,3.75,0.5585,3528.8,180.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,3420.0,EXP,666,EXP,65-74,to_inst,83.24468085,south,direct,36.0
cf,,nopre,type1,p1,l1,nopc,nob/c,446500,3.875,0.0712,2382.5,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,6540.0,EXP,868,EXP,25-34,to_inst,93.41004184,south,direct,47.0
cf,,nopre,type1,p4,l1,nopc,nob/c,476500,3.875,0.7943,7204.23,228.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,12840.0,CRIF,898,CIB,45-54,to_inst,58.97277228,south,direct,20.0
cf,Male,nopre,type2,p3,l1,nopc,b/c,236500,3.875,1.2004,5153.85,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,3180.0,CIB,799,CIB,35-44,to_inst,74.37106918,north,direct,39.0
cf,Male,nopre,type2,p3,l1,nopc,b/c,216500,3.99,0.8735,4486.69,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,2100.0,CIB,514,CIB,55-64,to_inst,72.65100671,north,direct,59.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,276500,,,,300.0,neg_amm,not_int,not_lpsm,278000.0,sb,pr,home,1U,2280.0,CIB,830,CIB,25-34,to_inst,99.46043165,south,direct,9.0
ncf,Male,nopre,type3,p3,l1,nopc,nob/c,146500,3.75,0.8135,4359.61,240.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,3240.0,CRIF,757,CIB,55-64,to_inst,98.98648649,north,direct,21.0
cf,,nopre,type1,p3,l1,nopc,nob/c,206500,,,,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3660.0,CIB,505,CIB,65-74,to_inst,83.26612903,south,direct,47.0
ncf,,nopre,type1,p1,l1,nopc,nob/c,116500,4.625,0.8007,2881.25,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,1740.0,CRIF,522,CIB,35-44,to_inst,73.73417722,south,direct,44.0
cf,,nopre,type1,p3,l1,nopc,nob/c,346500,5.25,1.2574,3915.0,360.0,neg_amm,not_int,not_lpsm,438000.0,sb,pr,home,1U,4860.0,CIB,795,CIB,45-54,to_inst,79.10958904,south,direct,43.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,646500,3.875,0.1898,6422.6,360.0,not_neg,not_int,not_lpsm,818000.0,sb,pr,home,1U,9540.0,EXP,565,EXP,35-44,not_inst,79.03422983,north,direct,46.0
cf,Male,pre,type1,p2,l1,nopc,nob/c,326500,3.99,0.3367,2875.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,7800.0,CIB,746,CIB,65-74,to_inst,54.59866221,south,direct,28.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,406500,5.5,1.212,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,ir,home,1U,3900.0,CIB,503,CIB,45-54,not_inst,69.13265306,south,direct,42.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,506500,3.5,0.2613,16684.9,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,5100.0,CRIF,884,CIB,25-34,to_inst,86.13945578,south,direct,49.0
cf,,nopre,type3,p3,l1,nopc,nob/c,146500,2.99,-0.3191,4771.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,2100.0,CRIF,559,CIB,65-74,to_inst,64.25438596,south,direct,61.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,396500,4.375,-0.131,1195.0,360.0,neg_amm,not_int,not_lpsm,528000.0,sb,pr,home,1U,7620.0,EXP,896,EXP,35-44,not_inst,75.09469697,south,direct,43.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,296500,3.375,0.4012,5678.38,180.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,8460.0,EXP,808,CIB,55-64,to_inst,41.87853107,north,direct,36.0
cf,,nopre,type1,p3,l1,nopc,nob/c,186500,3.99,0.5898,5965.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,2040.0,CIB,583,CIB,55-64,to_inst,67.08633094,south,direct,39.0
cf,Male,nopre,type2,p3,l1,nopc,b/c,396500,4.0,0.0709,0.0,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,5820.0,CIB,646,EXP,35-44,to_inst,86.5720524,north,direct,38.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,536500,3.75,0.2159,11189.36,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,6660.0,EXP,561,EXP,45-54,to_inst,77.97965116,south,direct,48.0
