loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,Region,Security_Type,Status
cf,Female,nopre,type1,p1,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,2U,9360.0,EXP,510,CIB,35-44,not_inst,south,direct,0
cf,Male,nopre,type3,p3,l1,nopc,nob/c,36500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,900.0,EXP,690,CIB,55-64,to_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,596500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5940.0,CRIF,744,EXP,45-54,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2820.0,CRIF,683,CIB,25-34,to_inst,north,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,686500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8880.0,EXP,889,CIB,35-44,not_inst,south,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,576500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8700.0,CIB,560,EXP,25-34,not_inst,north,direct,0
ncf,,nopre,type3,p4,l1,nopc,nob/c,606500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,714,EXP,35-44,not_inst,south,direct,0
cf,Male,nopre,type1,p3,l2,nopc,nob/c,146500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3840.0,EXP,537,CIB,55-64,to_inst,north,direct,0
ncf,Joint,pre,type2,p1,l2,nopc,b/c,576500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9480.0,EXP,532,EXP,35-44,to_inst,north,direct,0
cf,Male,pre,type1,p3,l1,nopc,nob/c,316500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4440.0,EQUI,829,EXP,65-74,not_inst,south,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,206500,276.0,not_neg,not_int,lpsm,sb,pr,home,1U,7680.0,EQUI,897,EXP,55-64,to_inst,north,direct,1
cf,Male,nopre,type1,p1,l1,nopc,nob/c,466500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5100.0,EXP,767,CIB,65-74,to_inst,south,direct,1
cf,,nopre,type1,p4,l1,nopc,nob/c,156500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7140.0,CIB,688,CIB,55-64,to_inst,south,direct,0
ncf,Male,nopre,type1,p4,l2,nopc,nob/c,796500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,12420.0,CRIF,841,CIB,45-54,not_inst,north,direct,0
cf,,pre,type1,p4,l1,nopc,nob/c,396500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5760.0,CRIF,743,EXP,45-54,to_inst,south,direct,0
,Female,nopre,type1,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8880.0,EXP,708,CIB,45-54,to_inst,north,direct,0
cf,Joint,pre,type2,p1,l1,nopc,b/c,316500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,8640.0,CRIF,798,EXP,65-74,not_inst,north,direct,1
cf,Male,nopre,type2,p4,l1,nopc,b/c,176500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,0.0,EQUI,599,EXP,45-54,to_inst,south,direct,1
cf,Joint,pre,type1,p1,l1,nopc,nob/c,356500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5940.0,CIB,856,EXP,45-54,not_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,86500,360.0,neg_amm,not_int,not_lpsm,sb,ir,home,1U,3300.0,CIB,799,CIB,45-54,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3960.0,EXP,847,CIB,55-64,to_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11640.0,CRIF,648,CIB,55-64,to_inst,north,direct,0
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,376500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3420.0,EQUI,526,EXP,35-44,not_inst,north,direct,1
cf,Joint,nopre,type1,p3,l2,opc,nob/c,256500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,10200.0,CRIF,569,EXP,35-44,to_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8220.0,CRIF,510,EXP,25-34,not_inst,central,direct,1
cf,Male,nopre,type2,p3,l1,nopc,b/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4980.0,EXP,781,CIB,45-54,to_inst,north,direct,0
cf,Male,pre,type1,p1,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2940.0,CRIF,711,CIB,25-34,to_inst,north,direct,1
cf,Female,pre,type1,p4,l1,nopc,nob/c,176500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2520.0,CIB,775,CIB,35-44,to_inst,north,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3960.0,CIB,789,CIB,25-34,not_inst,north,direct,0
cf,Male,nopre,type2,p3,l1,nopc,b/c,286500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,4560.0,EQUI,701,EXP,35-44,to_inst,south,direct,1
cf,Joint,nopre,type1,p1,l2,nopc,nob/c,126500,180.0,neg_amm,not_int,not_lpsm,sb,sr,home,1U,4320.0,CIB,839,EXP,45-54,to_inst,central,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4980.0,EXP,845,EXP,45-54,to_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,86500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4140.0,EXP,666,CIB,55-64,to_inst,central,direct,1
cf,Male,nopre,type2,p4,l1,nopc,b/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,0.0,EQUI,629,EXP,45-54,to_inst,north,direct,1
cf,Female,nopre,type1,p3,l1,nopc,nob/c,726500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,12300.0,CRIF,789,CIB,55-64,not_inst,north,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6180.0,CRIF,860,CIB,35-44,not_inst,north,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11160.0,EXP,609,EXP,45-54,not_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,186500,324.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3960.0,EQUI,843,EXP,35-44,to_inst,south,direct,1
cf,Female,nopre,type1,p4,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5580.0,CIB,767,CIB,45-54,not_inst,north,direct,0
cf,,nopre,type2,p3,l1,nopc,b/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3900.0,CIB,682,CIB,55-64,to_inst,south,direct,0
cf,,pre,type1,p3,l1,nopc,nob/c,116500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,8220.0,EXP,727,EXP,65-74,to_inst,south,direct,1
cf,,nopre,type1,p4,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6000.0,CIB,834,EXP,55-64,to_inst,south,direct,0
cf,,nopre,type2,p4,l1,nopc,b/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,867,CIB,45-54,not_inst,north,direct,0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,246500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8340.0,EQUI,754,EXP,>74,to_inst,north,direct,1
cf,Joint,nopre,type1,p4,l2,nopc,nob/c,226500,300.0,neg_amm,not_int,not_lpsm,sb,ir,home,1U,5340.0,EQUI,693,EXP,65-74,to_inst,north,direct,1
cf,,nopre,type1,p3,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5820.0,CIB,516,CIB,45-54,to_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3000.0,CIB,818,CIB,55-64,to_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,7740.0,CIB,571,CIB,35-44,to_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,456500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8160.0,EXP,819,CIB,25-34,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8280.0,CIB,782,CIB,45-54,not_inst,north,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,526500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7200.0,CRIF,622,EXP,45-54,to_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6720.0,CRIF,554,CIB,35-44,not_inst,north,direct,0
ncf,,pre,type3,p1,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8280.0,EQUI,602,EXP,45-54,to_inst,south,direct,1
cf,Male,nopre,type1,p1,l1,nopc,nob/c,666500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,4U,11820.0,CIB,779,CIB,45-54,not_inst,north,direct,0
,Female,nopre,type1,p3,l1,nopc,nob/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4260.0,EXP,637,CIB,35-44,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5580.0,CRIF,582,CIB,35-44,to_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,206500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3480.0,EQUI,659,EXP,45-54,to_inst,south,direct,1
cf,,nopre,type1,p3,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6060.0,CIB,588,EXP,25-34,to_inst,south,direct,0
cf,Joint,pre,type1,p1,l1,nopc,nob/c,496500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,16320.0,EXP,764,EXP,25-34,to_inst,north,direct,0
ncf,Joint,nopre,type2,p3,l1,nopc,b/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3900.0,EQUI,841,EXP,55-64,to_inst,north,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3120.0,EXP,874,EXP,65-74,to_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,326500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,5520.0,CRIF,788,CIB,55-64,to_inst,north,direct,0
cf,Male,pre,type3,p1,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2340.0,CRIF,728,CIB,>74,not_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,316500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6720.0,CRIF,609,CIB,35-44,to_inst,south,direct,0
cf,Male,pre,type1,p3,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5100.0,CRIF,848,CIB,65-74,not_inst,north,direct,0
ncf,Male,nopre,type3,p1,l1,nopc,nob/c,746500,324.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,7980.0,CIB,894,CIB,55-64,not_inst,south,direct,0
cf,,nopre,type2,p3,l1,nopc,b/c,96500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4560.0,EXP,808,EXP,55-64,to_inst,south,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5880.0,CIB,695,CIB,35-44,not_inst,north,direct,0
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,2006500,360.0,not_neg,not_int,not_lpsm,sb,sr,home,1U,84420.0,EQUI,574,EXP,55-64,to_inst,north,direct,1
cf,Joint,nopre,type2,p1,l1,nopc,b/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5040.0,EQUI,784,EXP,35-44,to_inst,south,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,606500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,9480.0,CRIF,694,EXP,55-64,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,256500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4200.0,EXP,513,CIB,65-74,to_inst,south,direct,1
cf,Male,nopre,type1,p1,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4920.0,EQUI,830,EXP,35-44,to_inst,north,direct,1
cf,,nopre,type1,p1,l1,nopc,nob/c,476500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11280.0,EQUI,656,EXP,25-34,to_inst,south,direct,1
cf,,nopre,type1,p3,l1,nopc,nob/c,526500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7680.0,EXP,767,EXP,>74,not_inst,north,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,346500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,300.0,CRIF,815,CIB,45-54,to_inst,north,direct,1
cf,Male,pre,type1,p1,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,18240.0,CIB,830,EXP,35-44,to_inst,north,direct,0
cf,Joint,nopre,type2,p1,l1,nopc,b/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10500.0,CRIF,525,EXP,55-64,not_inst,north,direct,0
cf,,pre,type2,p3,l1,nopc,b/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4980.0,CRIF,610,EXP,35-44,to_inst,south,direct,1
ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7380.0,EXP,882,EXP,25-34,not_inst,north,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,656500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,12420.0,EQUI,681,EXP,35-44,not_inst,south,direct,1
cf,,nopre,type1,p4,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2280.0,CIB,648,EXP,65-74,to_inst,south,direct,0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6840.0,CIB,647,EXP,55-64,not_inst,north,direct,0
cf,,nopre,type1,p1,l1,nopc,nob/c,346500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,6060.0,CIB,501,CIB,45-54,not_inst,south,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,176500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,7200.0,EXP,818,EXP,45-54,not_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,13500.0,CRIF,700,CIB,35-44,not_inst,south,direct,0
ncf,,nopre,type1,p3,l2,nopc,nob/c,626500,300.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,10260.0,CIB,708,EXP,55-64,to_inst,south,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5820.0,CRIF,580,EXP,35-44,not_inst,north,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,600.0,CIB,532,CIB,25-34,not_inst,north,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,556500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6840.0,CIB,596,EXP,35-44,not_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,416500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,6600.0,EXP,638,CIB,55-64,to_inst,south,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,256500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3300.0,CIB,896,CIB,55-64,to_inst,south,direct,0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,566500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7380.0,CRIF,570,EXP,35-44,not_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,606500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,29040.0,CIB,670,EXP,65-74,not_inst,south,direct,0
cf,Male,nopre,type1,p2,l1,nopc,nob/c,76500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1380.0,CRIF,611,CIB,45-54,to_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1980.0,EQUI,899,EXP,65-74,to_inst,north,direct,1
cf,Joint,pre,type1,p2,l1,nopc,nob/c,66500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3000.0,EXP,761,EXP,35-44,not_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,86500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,1080.0,CIB,778,CIB,55-64,to_inst,north,direct,0
ncf,Female,nopre,type1,p1,l1,nopc,nob/c,96500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4320.0,EXP,606,CIB,45-54,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2520.0,CRIF,791,CIB,65-74,to_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11040.0,CIB,799,CIB,45-54,to_inst,north,direct,0
cf,Male,nopre,type1,p2,l1,nopc,nob/c,206500,180.0,neg_amm,not_int,not_lpsm,sb,sr,home,1U,8760.0,EQUI,612,EXP,>74,to_inst,north,direct,1
cf,,nopre,type2,p1,l1,nopc,b/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6600.0,EXP,786,CIB,45-54,to_inst,south,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4920.0,CIB,817,CIB,45-54,to_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,116500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5400.0,CIB,515,EXP,>74,to_inst,central,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5460.0,EXP,868,EXP,>74,to_inst,north,direct,0
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,556500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,785,EXP,25-34,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10080.0,CIB,772,CIB,45-54,not_inst,north,direct,0
cf,Male,nopre,type3,p1,l1,nopc,nob/c,336500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4800.0,CIB,661,CIB,35-44,not_inst,north,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,266500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,6780.0,CIB,790,CIB,25-34,to_inst,south,direct,1
ncf,Male,nopre,type1,p4,l1,nopc,nob/c,1226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,42720.0,EQUI,625,EXP,55-64,not_inst,north,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,186500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3300.0,CIB,511,EXP,35-44,to_inst,south,direct,0
cf,Joint,pre,type2,p3,l1,nopc,b/c,376500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5280.0,CRIF,775,EXP,65-74,not_inst,north,direct,1
cf,Male,nopre,type2,p3,l1,nopc,b/c,336500,180.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,7740.0,CRIF,828,CIB,35-44,to_inst,south,direct,1
cf,,nopre,type2,p3,l1,nopc,b/c,196500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2520.0,EXP,708,CIB,>74,to_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,366500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11280.0,EXP,875,EXP,45-54,not_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2100.0,EXP,712,CIB,>74,to_inst,north,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,546500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5040.0,CRIF,724,CIB,45-54,not_inst,south,direct,0
cf,Male,pre,type1,p1,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,12780.0,CIB,832,CIB,35-44,to_inst,north,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,496500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5820.0,EXP,822,CIB,35-44,not_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,146500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,2700.0,CIB,883,CIB,45-54,to_inst,south,direct,1
cf,,nopre,type1,p4,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4440.0,CRIF,714,CIB,45-54,not_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5280.0,CRIF,694,CIB,25-34,not_inst,north,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9780.0,EXP,613,CIB,35-44,not_inst,north,direct,0
,,nopre,type1,p3,l1,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8940.0,EXP,628,EXP,55-64,to_inst,south,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,406500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,3720.0,CRIF,846,CIB,35-44,not_inst,north,direct,0
cf,,nopre,type1,p3,l2,opc,nob/c,206500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,20220.0,EXP,527,CIB,55-64,to_inst,south,direct,1
cf,,nopre,type1,p1,l1,nopc,nob/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6480.0,EXP,617,EXP,65-74,to_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,196500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,1680.0,CRIF,629,EXP,65-74,to_inst,south,direct,1
cf,,pre,type1,p1,l1,nopc,nob/c,306500,360.0,not_neg,int_only,not_lpsm,sb,sr,home,1U,7860.0,CIB,863,CIB,45-54,to_inst,south,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,186500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,3960.0,CIB,565,CIB,45-54,to_inst,north,direct,1
cf,Female,nopre,type2,p3,l1,nopc,b/c,76500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,1020.0,EXP,664,CIB,55-64,to_inst,north,direct,0
cf,Female,pre,type1,p4,l1,nopc,nob/c,356500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5100.0,CIB,836,CIB,65-74,not_inst,north,direct,0
cf,,nopre,type2,p3,l1,nopc,b/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6120.0,EXP,595,EXP,45-54,to_inst,south,direct,0
cf,,pre,type1,p3,l1,nopc,nob/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3960.0,EXP,627,CIB,55-64,to_inst,south,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6060.0,EXP,861,CIB,35-44,to_inst,north,direct,0
cf,Female,pre,type1,p1,l1,nopc,nob/c,96500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3120.0,EXP,577,CIB,65-74,to_inst,north,direct,0
cf,Female,nopre,type1,p3,l2,nopc,nob/c,156500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5700.0,CIB,755,CIB,>74,to_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,516500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7200.0,EQUI,549,EXP,35-44,not_inst,north,direct,1
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,406500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,10740.0,EQUI,500,EXP,55-64,to_inst,north,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6600.0,CRIF,558,EXP,45-54,to_inst,south,direct,0
cf,,pre,type1,p1,l1,nopc,nob/c,216500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5400.0,CIB,538,EXP,25-34,to_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10080.0,CIB,824,EXP,55-64,not_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,536500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,7200.0,EQUI,618,EXP,25-34,not_inst,north,direct,1
cf,Female,nopre,type1,p1,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5400.0,EQUI,877,EXP,45-54,to_inst,north,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3420.0,CRIF,713,EXP,65-74,to_inst,north,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,376500,336.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7320.0,CRIF,766,CIB,45-54,not_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,13560.0,EXP,548,CIB,45-54,not_inst,north,direct,0
ncf,Male,nopre,type1,p4,l1,nopc,nob/c,736500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10320.0,EQUI,691,EXP,55-64,not_inst,north,direct,1
